100;0.001;0.001
1000;0.008;0.341
10000;0.748;31.571
100000;78.983;2155.894
2000;0.032;0.498
20000;3.263;60.398
3000;0.067;1.337
30000;6.583;143.031
4000;0.177;1.966
40000;12.57;232.889
500;0.002;0.028
5000;0.206;3.416
50000;19.468;357.249
6000;0.347;5.112
60000;26.401;576.719
7000;0.394;5.891
70000;34.547;789.055
8000;0.5;8.228
80000;45.511;980.852
9000;0.672;9.984
90000;61.29;2539.128
