100;0.00008972;0.001319
500;0.0003575;0.008944
1000;0.0004861;0.018272
2000;0.001097;0.052824
3000;0.001408;0.163939
4000;0.00155;0.08542
5000;0.001641;0.139452
6000;0.002078;0.174046
7000;0.002107;0.178857
8000;0.002391;0.157576
9000;0.002588;0.148683
10000;0.002886;0.172457
20000;0.005343;0.244699
30000;0.007911;0.568672
40000;0.01048;0.482744
50000;0.01258;0.824107
60000;0.01485;0.703374
70000;0.01737;0.983544
80000;0.02033;1.018808
90000;0.02523;1.167087
100000;0.02618;1.195754
