100;0.032;0.029
500;0.135;0.066
1000;0.355;0.1433
2000;0.497;0.3456
3000;0.754;0.4110
4000;1.27;0.5535
5000;1.437;0.7387
6000;1.855;0.8168
7000;3.174;0.9712
8000;2.393;1.0432
9000;2.632;1.2243
10000;4.109;1.3375
20000;6.184;2.629
30000;11.134;4.1131
40000;11.142;5.49
50000;14.163;6.858
60000;22.243;8.1136
70000;27.11;9.5656
80000;23.882;10.775
90000;33.494;12.184
100000;23.413;13.751
