100;0.0002231;0.0056
500;0.0003215;0.0002
1000;0.0004636;0.0005
2000;0.0009287;0.001
3000;0.001217;0.0022
4000;0.001423;0.0196
5000;0.001678;0.0706
6000;0.001914;0.0031
7000;0.002354;0.0051
8000;0.002537;0.0041
9000;0.002882;0.0053
10000;0.003173;0.009
20000;0.006397;0.0168
30000;0.009588;0.0206
40000;0.01435;0.0383
50000;0.01876;0.0341
60000;0.0233;0.0739
70000;0.0284;0.0446
80000;0.03436;0.0571
90000;0.04505;0.0529
100000;0.04869;0.06856
