100;0.0001;0.0029
500;0.0002;0.0864
1000;0.001;0.3232
2000;0.001;0.1958
3000;0.001;2.7636
4000;0.001;4.9953
5000;0.001;7.4041
6000;0.001;10.8073
7000;0.001;14.5302
8000;0.001;16.1467
9000;0.001;21.2976
10000;0.001;27.4283
20000;0.001;102.3510
30000;0.001;236.9012
40000;0.001;445.2529
50000;0.001;712.2644
60000;0.001;1103.9996
70000;0.002;1407.6528
80000;0.002;1824.7452
90000;0.002;2234.6205
100000;0.003;2734.0525
